0.019273821	2.188915416
1.634616758	9.984211342
1.380679516	0.640389022
2.301982898	5.83703573
1.975054258	6.302931762
4.420838017	9.873630172
5.58325482	8.859260378
1.523739996	1.038067358
0.716235417	7.096727801
5.361519234	7.717817649
7.266357828	8.489051076
7.316554305	3.419739576
9.600885659	6.681870456
9.139118721	6.508538049
5.76296582	2.681896696
4.278730006	3.298106019
2.692194581	0.032003721
8.110223961	2.649686288
5.533676822	4.758686977
6.559467276	7.041710575
1.354507013	9.560460956
0.055039701	3.720621401
1.518633874	9.462259784
0.116609703	2.351896763
1.064884883	7.692487263
0.805730571	6.910179429
0.161208022	7.268142253
0.272678141	9.264264204
0.633347231	5.8510868
0.73730471	5.262599085
