1.96440576,8.341588417,1
0.030153608,9.118991819,1
5.700831751,8.408933257,1
1.70319051,0.906010739,1
4.025825183,5.77497433,1
2.369843759,9.53737857,1
0.432555072,5.371806963,1
0.393284956,7.587154598,1
1.416804481,1.139168327,1
3.064869413,9.601765645,1
0.507849566,0.798910058,1
2.923053528,3.527199448,1
2.526346062,8.017630963,1
0.696197378,4.533465675,1
3.641450333,6.007183446,1
0.25169187,6.151967415,1
1.681324334,5.28505424,1
2.209438827,4.811968732,1
5.234250795,9.860848241,1
2.798826183,4.805960617,1
3.313563912,3.845230098,1
4.627444061,9.446452901,1
1.780340128,5.547054954,1
4.163860809,8.755020014,1
3.03424231,5.783629867,1
0.418012694,9.599506621,1
2.816644029,5.925779466,1
2.668559751,2.74884193,1
1.532255928,2.578305717,1
3.134300865,6.029573393,1
1.473652537,0.729105221,1
1.106871662,4.310745361,1
1.814088675,2.677964341,1
3.553072829,5.591962211,1
1.929373573,7.410109982,1
1.939152322,8.273388959,1
1.462977624,7.220592355,1
2.214887892,8.857801349,1
2.153723107,8.83424048,1
0.886552859,5.146880675,1
7.681999778,7.331437233,2
8.689577028,6.6293465,2
6.665467217,2.787155125,2
6.836770569,6.902609162,2
9.201006076,4.808810103,2
6.521540558,0.681266261,2
5.787778081,7.572286949,2
8.783627305,0.379036105,2
6.106722739,2.559148746,2
7.338066576,4.66112127,2
9.759614669,0.371169492,2
8.917840876,4.972339422,2
8.035309844,1.630047863,2
8.73361662,9.47262038,2
8.851971582,8.879851749,2
7.434887796,9.615306355,2
9.852167097,3.205298849,2
8.445600198,0.332956553,2
7.816758199,7.418657818,2
6.322914942,0.879417672,2
8.090261218,3.746516509,2
6.593019358,1.742605499,2
3.967749449,1.410864085,2
5.011660923,4.770474188,2
4.244865653,2.631942851,2
9.363418469,7.342194913,2
8.054481986,4.379875289,2
8.909682313,1.628485603,2
5.754103325,6.943073317,2
9.991103969,7.335143394,2
7.550701496,5.535734103,2
8.501980958,5.909897161,2
8.409197354,8.091534201,2
3.833817423,0.396073255,2
3.094322949,0.319304668,2
3.748416121,1.67820312,2
5.031866872,3.915569175,2
5.047003211,3.706417683,2
4.733840445,5.402743578,2
8.069651631,9.56012401,2
0.2526943,7.783766263,3
0.528945267,7.38840756,3
0.315885106,8.824319456,3
0.426710432,6.566491481,3
0.067679109,4.143198678,3
0.507118088,7.741011414,3
0.489479489,6.283079213,3
1.076821867,8.48509052,3
0.847932195,7.256629913,3
1.369746633,9.108382869,3
0.679524727,7.795738956,3
1.407265034,9.199137355,3
0.090389173,7.672520597,3
0.532963508,5.667546327,3
0.628878344,5.387149402,3
0.119374919,8.327227017,3
0.119860616,1.785824129,3
0.385281123,8.622562514,3
0.538289263,4.870352114,3
0.717203493,8.802662791,3
0.846644533,9.471275261,3
0.880962278,6.307162653,3
1.198359747,8.472282973,3
1.371977785,9.801385386,3
0.500361049,7.396649724,3
0.452855865,9.677961579,3
0.119208768,8.221362145,3
0.576550847,7.357843749,3
0.696877873,5.726294146,3
0.79809644,9.523085919,3
1.075537244,9.125827098,3
0.192030696,6.334086658,3
1.204497511,9.382226474,3
0.753419206,7.676913879,3
0.161452381,9.897964935,3
0.328254866,7.617678781,3
0.161983865,4.871783897,3
1.118617306,8.652493715,3
0.214408813,4.725175838,3
0.171301825,4.201709612,3
